Sales Person,Geography,Product,Date,Amount,Boxes
Andria Kimpton,India,85% Dark Bars,22/4/2021,"$7,301 ",406
Wilone O'Kielt, Canada,70% Dark Bites,22/4/2021,"$4,473 ",373
Brien Boise,New Zealand,After Nines,22/4/2021,"$11,081 ",462
Roddy Speechley, New Zealand,Mint Chip Choco,22/4/2021,"$1,120 ",75
Madelene Upcott,Canada,99% Dark & Pure,22/4/2021,"$10,297 ",430
Oby Sorrel,   UK,50% Dark Bites,22/4/2021,"$1,869 ",234
Brien Boise,India,85% Dark Bars,22/4/2021,"$12,229 ",644
Marney O'Breen, USA,Raspberry Choco,22/4/2021,"$7,707 ",482
Dennison Crosswaite,  USA,Manuka Honey Choco,22/4/2021,"$1,351 ",55
Karlen McCaffrey,   India,Organic Choco Syrup,22/4/2021,"$7,035 ",252
Barr Faughny,   New Zealand,Drinking Coco,22/4/2021,"$3,178 ",114
Brien Boise, New Zealand,70% Dark Bites,22/4/2021,"$3,668 ",408
Kaine Padly,   Canada,Orange Choco,22/4/2021,"$15,295 ",1700
Madelene Upcott,   USA,Manuka Honey Choco,22/4/2021,"$9,667 ",323
Oby Sorrel,  Australia,Almond Choco,22/4/2021,"$7,308 ",488
Kaine Padly,   USA,Raspberry Choco,22/4/2021,"$6,888 ",328
Van Tuxwell,India,99% Dark & Pure,22/4/2021,"$1,085 ",46
Jan Morforth,   New Zealand,Peanut Butter Cubes,22/4/2021,"$3,549 ",148
Kelci Walkden,  New Zealand,Orange Choco,23/4/2021,$245 ,21
Wilone O'Kielt,  Australia,Choco Coated Almonds,23/4/2021,$525 ,24
Camilla Castle, New Zealand,Manuka Honey Choco,23/4/2021,"$9,373 ",313
Dennison Crosswaite,USA,99% Dark & Pure,23/4/2021,"$3,822 ",225
Dotty Strutley,  India,Mint Chip Choco,23/4/2021,"$4,326 ",206
Mallorie Waber,  Australia,Eclairs,23/4/2021,$427 ,23
Oby Sorrel,Canada,Almond Choco,23/4/2021,"$12,236 ",816
Gigi Bohling,  New Zealand,85% Dark Bars,23/4/2021,"$4,655 ",259
Husein Augar,  New Zealand,99% Dark & Pure,23/4/2021,"$1,246 ",78
Kaine Padly,New Zealand,Caramel Stuffed Bars,23/4/2021,"$11,291 ",452
Gigi Bohling, India,50% Dark Bites,26/4/2021,"$5,530 ",395
Gunar Cockshoot, Canada,White Choc,26/4/2021,"$7,658 ",851
Rafaelita Blaksland, USA,Mint Chip Choco,26/4/2021,"$1,204 ",67
Mallorie Waber, Canada,Organic Choco Syrup,26/4/2021,"$7,238 ",250
Gunar Cockshoot,   Australia,After Nines,26/4/2021,"$2,359 ",91
Marney O'Breen,  USA,Mint Chip Choco,26/4/2021,"$4,676 ",234
Beverie Moffet, USA,Choco Coated Almonds,26/4/2021,"$4,893 ",233
Karlen McCaffrey,UK,Choco Coated Almonds,26/4/2021,"$5,152 ",258
Andria Kimpton,   Australia,Manuka Honey Choco,27/4/2021,"$3,808 ",142
Andria Kimpton,   Canada,Peanut Butter Cubes,27/4/2021,"$6,538 ",273
Dotty Strutley,UK,White Choc,27/4/2021,"$3,486 ",249
Barr Faughny,Australia,After Nines,27/4/2021,"$4,865 ",174
Van Tuxwell,UK,White Choc,27/4/2021,"$4,606 ",384
Jehu Rudeforth, New Zealand,Caramel Stuffed Bars,27/4/2021,$35 ,2
Gunar Cockshoot,UK,Smooth Sliky Salty,27/4/2021,"$6,069 ",304
Barr Faughny,India,Caramel Stuffed Bars,27/4/2021,$21 ,1
Gigi Bohling,  New Zealand,Milk Bars,27/4/2021,"$8,071 ",299
Husein Augar,USA,70% Dark Bites,27/4/2021,"$2,716 ",194
Kelci Walkden, India,Orange Choco,27/4/2021,"$7,574 ",842
Oby Sorrel,   UK,Mint Chip Choco,27/4/2021,$931 ,52
Mallorie Waber,   New Zealand,Raspberry Choco,27/4/2021,"$9,499 ",500
Van Tuxwell,India,Orange Choco,27/4/2021,$350 ,25
Barr Faughny,   UK,Almond Choco,27/4/2021,$371 ,20
Karlen McCaffrey, UK,Caramel Stuffed Bars,27/4/2021,"$10,367 ",432
Andria Kimpton,  Canada,85% Dark Bars,27/4/2021,"$9,597 ",600
Rafaelita Blaksland,  Australia,99% Dark & Pure,27/4/2021,"$2,443 ",102
Wilone O'Kielt,UK,Manuka Honey Choco,27/4/2021,"$3,556 ",123
Rafaelita Blaksland, New Zealand,Drinking Coco,27/4/2021,"$2,457 ",82
Wilone O'Kielt, UK,White Choc,27/4/2021,"$16,170 ",952
Gigi Bohling, New Zealand,Spicy Special Slims,27/4/2021,"$8,456 ",302
Ches Bonnell,  New Zealand,Mint Chip Choco,27/4/2021,$28 ,2
Dennison Crosswaite,   USA,85% Dark Bars,27/4/2021,"$10,794 ",450
Madelene Upcott,  New Zealand,Choco Coated Almonds,27/4/2021,"$7,539 ",444
Barr Faughny,  UK,Caramel Stuffed Bars,28/4/2021,"$2,982 ",120
Madelene Upcott,   USA,Mint Chip Choco,28/4/2021,"$6,237 ",347
Karlen McCaffrey, Canada,White Choc,28/4/2021,"$11,564 ",1285
Kelci Walkden,  New Zealand,Mint Chip Choco,28/4/2021,$105 ,7
Gunar Cockshoot,  India,Organic Choco Syrup,29/4/2021,"$10,402 ",417
Karlen McCaffrey,  Australia,Fruit & Nut Bars,29/4/2021,"$20,993 ",1235
Kaine Padly,UK,99% Dark & Pure,29/4/2021,"$7,658 ",383
Camilla Castle,   Canada,Mint Chip Choco,29/4/2021,"$1,981 ",105
Camilla Castle, Canada,Orange Choco,29/4/2021,"$4,816 ",402
Andria Kimpton, India,Peanut Butter Cubes,29/4/2021,"$3,661 ",147
Andria Kimpton,  India,Spicy Special Slims,29/4/2021,"$2,688 ",128
Barr Faughny,  Australia,Manuka Honey Choco,29/4/2021,"$2,534 ",80
Ches Bonnell,   UK,Mint Chip Choco,29/4/2021,"$1,820 ",91
Jan Morforth,  USA,Choco Coated Almonds,29/4/2021,"$5,432 ",388
Kelci Walkden, USA,99% Dark & Pure,30/4/2021,"$7,189 ",400
Jan Morforth, New Zealand,Milk Bars,30/4/2021,"$6,188 ",207
Curtice Advani,   USA,Caramel Stuffed Bars,30/4/2021,"$3,283 ",150
Mallorie Waber,  Canada,50% Dark Bites,30/4/2021,"$6,524 ",502
Kaine Padly,  Australia,Manuka Honey Choco,30/4/2021,"$5,180 ",192
Andria Kimpton,  Australia,Baker's Choco Chips,30/4/2021,"$12,838 ",803
Dennison Crosswaite,New Zealand,Milk Bars,30/4/2021,"$4,648 ",194
Ches Bonnell,   Australia,Peanut Butter Cubes,30/4/2021,"$3,031 ",127
Barr Faughny, Australia,Smooth Sliky Salty,30/4/2021,"$10,990 ",785
Andria Kimpton,New Zealand,Fruit & Nut Bars,30/4/2021,"$1,078 ",72
Andria Kimpton,Canada,White Choc,30/4/2021,"$8,218 ",822
Jehu Rudeforth,USA,Baker's Choco Chips,30/4/2021,"$10,381 ",944
Gunar Cockshoot,   Australia,Milk Bars,30/4/2021,"$1,085 ",41
Gunar Cockshoot,Australia,Baker's Choco Chips,30/4/2021,"$3,052 ",191
Brien Boise,Australia,Milk Bars,3/5/2021,"$4,214 ",151
Husein Augar,Australia,70% Dark Bites,3/5/2021,"$3,178 ",245
Jan Morforth,   Australia,70% Dark Bites,3/5/2021,"$3,066 ",384
Beverie Moffet, India,Fruit & Nut Bars,3/5/2021,"$9,485 ",949
Karlen McCaffrey, Canada,Raspberry Choco,3/5/2021,"$3,955 ",264
Roddy Speechley,UK,Almond Choco,3/5/2021,"$6,538 ",312
Kaine Padly, New Zealand,Milk Bars,3/5/2021,"$10,178 ",329
Madelene Upcott, USA,Caramel Stuffed Bars,3/5/2021,"$7,882 ",359
Curtice Advani,Australia,Mint Chip Choco,3/5/2021,"$5,943 ",372
Curtice Advani, UK,50% Dark Bites,3/5/2021,"$4,088 ",256
Kaine Padly, India,Spicy Special Slims,3/5/2021,$749 ,28
Van Tuxwell,  India,Milk Bars,3/5/2021,"$13,958 ",451
Kaine Padly,  India,Almond Choco,3/5/2021,"$5,901 ",296
Camilla Castle,  New Zealand,50% Dark Bites,3/5/2021,"$6,342 ",793
Kelci Walkden, USA,White Choc,3/5/2021,$315 ,19
Gunar Cockshoot,  Canada,Baker's Choco Chips,3/5/2021,$147 ,14
Kelci Walkden,USA,After Nines,3/5/2021,"$10,213 ",365
Beverie Moffet,USA,85% Dark Bars,3/5/2021,"$8,484 ",386
Kaine Padly, Canada,Eclairs,3/5/2021,$532 ,26
Madelene Upcott,   UK,Raspberry Choco,3/5/2021,"$8,785 ",550
Gigi Bohling,  India,Smooth Sliky Salty,3/5/2021,"$8,001 ",572
Mallorie Waber,   India,Orange Choco,3/5/2021,$364 ,37
Dennison Crosswaite, India,Fruit & Nut Bars,3/5/2021,"$2,331 ",138
Beverie Moffet, USA,50% Dark Bites,3/5/2021,"$7,665 ",480
Roddy Speechley,Australia,Smooth Sliky Salty,3/5/2021,"$2,905 ",224
Roddy Speechley,   UK,85% Dark Bars,3/5/2021,"$6,230 ",260
Dennison Crosswaite,   New Zealand,50% Dark Bites,3/5/2021,"$2,758 ",345
Barr Faughny,India,70% Dark Bites,3/5/2021,"$2,352 ",181
Dennison Crosswaite,   UK,Organic Choco Syrup,3/5/2021,"$2,779 ",93
Gigi Bohling,   New Zealand,Manuka Honey Choco,3/5/2021,$7 ,1
Brien Boise, Australia,Drinking Coco,4/5/2021,"$3,213 ",111
Oby Sorrel,  New Zealand,Raspberry Choco,4/5/2021,"$9,275 ",489
Gigi Bohling,  New Zealand,Raspberry Choco,4/5/2021,"$4,368 ",199
Rafaelita Blaksland,   New Zealand,Spicy Special Slims,4/5/2021,"$10,633 ",409
Ches Bonnell,India,Raspberry Choco,4/5/2021,"$11,319 ",708
Gunar Cockshoot,   Canada,Smooth Sliky Salty,4/5/2021,"$8,799 ",518
Madelene Upcott,   USA,Spicy Special Slims,4/5/2021,"$2,695 ",104
Dennison Crosswaite,   UK,White-Choc,4/5/2021,$245 ,25
Mallorie Waber,  New Zealand,Baker's Choco Chips,4/5/2021,"$3,647 ",406
Dennison Crosswaite,  India,Manuka Honey Choco,4/5/2021,"$6,412 ",257
Husein Augar,   New Zealand,Peanut Butter Cubes,4/5/2021,"$2,905 ",112
Dennison Crosswaite,Canada,After Nines,4/5/2021,"$13,650 ",427
Kaine Padly, India,Choco Coated Almonds,4/5/2021,$623 ,37
Dennison Crosswaite, Canada,70% Dark Bites,4/5/2021,"$5,131 ",514
Dennison Crosswaite,   New Zealand,Orange Choco,4/5/2021,"$8,722 ",970
Jehu Rudeforth, UK,Baker's Choco Chips,5/5/2021,"$1,211 ",87
Jan Morforth,  Australia,50% Dark Bites,5/5/2021,"$2,002 ",126
Gigi Bohling,  India,Fruit & Nut Bars,5/5/2021,"$2,100 ",175
Dennison Crosswaite,  USA,Baker's Choco Chips,5/5/2021,"$2,765 ",231
Oby Sorrel, India,Organic Choco Syrup,5/5/2021,"$9,198 ",318
Camilla Castle,   UK,Almond Choco,5/5/2021,"$5,852 ",391
Van Tuxwell,India,Spicy Special Slims,5/5/2021,"$17,892 ",746
Karlen McCaffrey, UK,Drinking Coco,5/5/2021,"$5,117 ",223
Dotty Strutley, Australia,Almond Choco,5/5/2021,"$3,024 ",144
Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,5/5/2021,"$3,479 ",174
Husein Augar, USA,85% Dark Bars,5/5/2021,"$1,554 ",74
Van Tuxwell,  USA,Almond Choco,5/5/2021,"$2,884 ",145
Madelene Upcott,Australia,Smooth Sliky Salty,5/5/2021,"$4,774 ",299
Karlen McCaffrey,   New Zealand,Fruit & Nut Bars,5/5/2021,"$3,556 ",238
Gunar Cockshoot,India,50% Dark Bites,5/5/2021,"$7,742 ",484
Wilone O'Kielt,USA,Fruit & Nut Bars,5/5/2021,$917 ,51
Husein Augar,   New Zealand,Eclairs,6/5/2021,"$8,176 ",546
Brien Boise,  UK,Fruit & Nut Bars,6/5/2021,"$14,357 ",1026
Curtice Advani,  India,Drinking Coco,6/5/2021,"$4,669 ",187
Barr Faughny, USA,Manuka Honey Chocos,6/5/2021,"$13,608 ",504
Curtice Advani,USA,Eclairs,6/5/2021,"$2,933 ",140
Kelci Walkden,USA,Almond Choco,6/5/2021,"$7,056 ",471
Van Tuxwell,Australia,Almond Choco,6/5/2021,"$10,024 ",627
Gunar Cockshoot,   India,After Nines,6/5/2021,"$4,438 ",154
Andria Kimpton, UK,50% Dark Bites,7/5/2021,"$14,413 ",1602
Beverie Moffet,   New Zealand,Drinking Coco,7/5/2021,"$4,305 ",160
Dotty Strutley,  New Zealand,50% Dark Bites,7/5/2021,"$1,729 ",133
Andria Kimpton,  UK,99% Dark & Pure,7/5/2021,$91 ,5
Gigi Bohling,  Canada,Fruit & Nut Bars,7/5/2021,$637 ,49
Mallorie Waber,   USA,White Choc,7/5/2021,"$10,178 ",727
Karlen McCaffrey,   Australia,Orange Choco,7/5/2021,"$1,358 ",170
Ches Bonnell,  UK,Milk Bars,7/5/2021,"$3,423 ",111
Beverie Moffet, Australia,Mint Chip Choco,7/5/2021,"$4,291 ",253
Gigi Bohling, Canada,Raspberry Choco,7/5/2021,"$4,970 ",332
Camilla Castle, Canada,After Nines,7/5/2021,"$6,874 ",265
Mallorie Waber,  Australia,Drinking Coco,7/5/2021,"$4,550 ",198
Beverie Moffet,   New Zealand,Smooth Sliky Salty,7/5/2021,"$1,652 ",92
Roddy Speechley,New Zealand,White Choc,7/5/2021,"$1,946 ",163
Jehu Rudeforth, UK,Almond Choco,7/5/2021,"$8,407 ",526
Barr Faughny,  UK,85% Dark Bars,7/5/2021,"$2,422 ",143
Camilla Castle,  USA,Milk Bars,7/5/2021,"$4,788 ",178
Dennison Crosswaite,Australia,Mint Chip Choco,7/5/2021,$294 ,17
Karlen McCaffrey,  UK,Eclairs,10/5/2021,"$5,453 ",390
Kelci Walkden,  Canada,Peanut Butter Cubes,10/5/2021,"$7,378 ",352
Jan Morforth,   Australia,White-Choc,10/5/2021,"$10,710 ",670
Kelci Walkden,   Canada,Almond Choco,10/5/2021,"$2,807 ",156
Camilla Castle, USA,Orange Choco,10/5/2021,"$9,044 ",754
Camilla Castle, UK,Milk Bars,10/5/2021,"$5,446 ",195
Mallorie Waber, Canada,Mint Chip Choco,10/5/2021,"$16,065 ",1236
Husein Augar,Canada,Almond Choco,10/5/2021,"$3,682 ",168
Mallorie Waber,   UK,Eclairs,10/5/2021,"$2,548 ",142
Andria Kimpton, New Zealand,Caramel Stuffed Bars,10/5/2021,"$3,052 ",114
Dennison Crosswaite,   India,Baker's Choco Chips,10/5/2021,$623 ,52
Van Tuxwell,   New Zealand,70% Dark Bites,10/5/2021,"$3,738 ",468
Camilla Castle, Australia,Caramel Stuffed Bars,11/5/2021,"$1,750 ",65
Mallorie Waber,  Canada,Fruit & Nut Bars,11/5/2021,"$4,053 ",226
Camilla Castle,Australia,Manuka Honey Choco,11/5/2021,"$2,702 ",82
Ches Bonnell,   UK,White Choc,11/5/2021,"$7,987 ",888
Karlen McCaffrey,  New Zealand,Drinking Coco,11/5/2021,"$1,148 ",48
Husein Augar,   USA,Milk Bars,12/5/2021,"$4,186 ",140
Van Tuxwell,  UK,Eclairs,12/5/2021,"$5,229 ",276
Van Tuxwell,India,Manuka Honey Choco,12/5/2021,"$6,146 ",212
Beverie Moffet, India,85% Dark Bars,12/5/2021,"$11,102 ",505
Rafaelita Blaksland,  New Zealand,Almond Choco,12/5/2021,"$15,603 ",1041
Rafaelita Blaksland,  New Zealand,Eclairs,12/5/2021,"$2,758 ",138
Kelci Walkden,   Australia,White Choc,12/5/2021,"$7,420 ",619
Curtice Advani, UK,99% Dark & Pure,12/5/2021,"$2,345 ",107
Curtice Advani, India,70% Dark Bites,12/5/2021,"$12,362 ",1546
Gigi Bohling,   Canada,Smooth Sliky Salty,12/5/2021,$420 ,33
Gunar Cockshoot, India,Peanut Butter Cubes,13/5/2021,"$6,440 ",293
Wilone O'Kielt, Australia,White Choc,13/5/2021,"$11,613 ",726
Marney O'Breen,  New Zealand,Peanut Butter Cubes,13/5/2021,"$14,910 ",785
Kelci Walkden,   Australia,Raspberry Choco,13/5/2021,$455 ,23
Dotty Strutley,  Canada,Baker's Choco Chips,13/5/2021,$784 ,56
Beverie Moffet,Canada,White Choc,14/5/2021,"$2,597 ",200
Van Tuxwell, New Zealand,After Nines,14/5/2021,"$4,543 ",157
Beverie Moffet,  USA,Orange Choco,14/5/2021,"$4,452 ",636
Mallorie Waber,   Australia,Raspberry Choco,14/5/2021,"$5,544 ",370
Kelci Walkden,   UK,Orange Choco,14/5/2021,"$5,215 ",580
Camilla Castle, New Zealand,Fruit & Nut Bars,14/5/2021,"$3,052 ",306
Husein Augar,Australia,Drinking Coco,14/5/2021,"$19,579 ",676
Dotty Strutley, Canada,Peanut Butter Cubes,14/5/2021,$217 ,10
Van Tuxwell,Australia,Orange Choco,14/5/2021,"$3,080 ",237
Beverie Moffet, USA,White Choc,14/5/2021,"$3,934 ",303
Marney O'Breen, UK,Organic Choco Syrup,14/5/2021,"$2,506 ",97
Curtice Advani, USA,Mint Chip Choco,14/5/2021,"$5,782 ",413
Barr Faughny,   Australia,Orange Choco,14/5/2021,"$9,016 ",752
Van Tuxwell,  India,Eclairs,14/5/2021,"$1,638 ",82
Brien Boise,   India,Caramel Stuffed Bars,14/5/2021,"$5,950 ",213
Kaine Padly, India,Orange Choco,14/5/2021,"$3,948 ",439
Madelene Upcott,   India,Organic Choco Syrup,17/5/2021,"$5,278 ",182
Beverie Moffet, Australia,Peanut Butter Cubes,17/5/2021,"$5,026 ",240
Oby Sorrel,   Australia,Peanut Butter Cubes,17/5/2021,"$5,208 ",248
Karlen McCaffrey, New Zealand,Smooth Sliky Salty,17/5/2021,"$5,593 ",431
Madelene Upcott,India,99% Dark & Pure,17/5/2021,"$3,689 ",168
Barr Faughny,  USA,Raspberry Choco,17/5/2021,"$9,170 ",437
Camilla Castle,  Canada,Raspberry Choco,17/5/2021,"$3,094 ",172
Curtice Advani,  Australia,Organic Choco Syrup,17/5/2021,"$7,777 ",289
Gunar Cockshoot, USA,85% Dark Bars,17/5/2021,"$11,109 ",505
Van Tuxwell,   New Zealand,50% Dark Bites,17/5/2021,"$4,158 ",297
Dennison Crosswaite,New Zealand,Organic Choco Syrup,17/5/2021,"$9,863 ",395
Jehu Rudeforth,  Canada,Orange Choco,17/5/2021,"$3,101 ",259
Jehu Rudeforth,USA,Smooth Sliky Salty,17/5/2021,"$3,864 ",298
Gunar Cockshoot,  Canada,After Nines,17/5/2021,"$8,428 ",291
Brien Boise,UK,Baker's Choco Chips,17/5/2021,"$14,574 ",1122
Andria Kimpton,  India,Raspberry Choco,17/5/2021,"$7,315 ",431
Jan Morforth,  UK,Organic Choco Syrup,18/5/2021,"$7,805 ",279
Camilla Castle,   Canada,Fruit & Nut Bars,18/5/2021,"$2,324 ",146
Husein Augar,UK,Peanut Butter Cubes,18/5/2021,"$2,499 ",132
Mallorie Waber,   Australia,White Choc,18/5/2021,"$5,285 ",441
Curtice Advani,   USA,Baker's Choco Chips,18/5/2021,"$1,925 ",129
Kelci Walkden, UK,70% Dark Bites,18/5/2021,"$13,286 ",886
Gigi Bohling,  Canada,85% Dark Bars,18/5/2021,"$1,659 ",104
Roddy Speechley,   USA,Choco Coated Almonds,18/5/2021,$168 ,11
Oby Sorrel,   New Zealand,After Nines,18/5/2021,"$6,020 ",215
Barr Faughny,   India,Fruit & Nut Bars,18/5/2021,"$2,219 ",222
Mallorie Waber, USA,Milk Bars,18/5/2021,"$12,740 ",411
Barr Faughny,  Canada,Organic Choco Syrup,18/5/2021,"$11,018 ",441
Gunar Cockshoot,   Australia,70% Dark Bites,18/5/2021,"$5,040 ",336
Dennison Crosswaite, India,Almond Choco,19/5/2021,"$10,220 ",445
Brien Boise,Canada,Almond Choco,19/5/2021,"$8,995 ",450
Marney O'Breen,UK,Spicy Special Slims,19/5/2021,"$3,738 ",187
Beverie Moffet, New Zealand,Caramel Stuffed Bars,19/5/2021,"$7,749 ",259
Ches Bonnell,  Australia,Organic Choco Syrup,19/5/2021,$868 ,33
Ches Bonnell, UK,Manuka Honey Choco,19/5/2021,"$2,338 ",74
Kaine Padly, Australia,Fruit & Nut Bars,19/5/2021,"$12,754 ",751
Gigi Bohling,   USA,After Nines,19/5/2021,"$15,148 ",489
Oby Sorrel,   Canada,85% Dark Bars,19/5/2021,"$1,666 ",98
Ches Bonnell,  Canada,Baker's Choco Chips,19/5/2021,$595 ,55
Karlen McCaffrey,   Australia,Manuka Honey Choco,19/5/2021,"$10,486 ",328
Marney O'Breen,Canada,White Choc,19/5/2021,"$6,860 ",490
Dotty Strutley,  UK,70% Dark Bites,19/5/2021,"$9,639 ",964
Curtice Advani,   Canada,Organic Choco Syrup,19/5/2021,"$4,557 ",176
Rafaelita Blaksland,India,Smooth Sliky Salty,19/5/2021,"$9,786 ",576
Beverie Moffet,  India,50% Dark Bites,19/5/2021,"$3,948 ",359
Jan Morforth, UK,White Choc,19/5/2021,"$4,893 ",377
Camilla Castle,   New Zealand,99% Dark & Pure,20/5/2021,"$7,441 ",414
Oby Sorrel,   Australia,White Choc,20/5/2021,"$9,079 ",535
Curtice Advani,Australia,After Nines,21/5/2021,"$3,962 ",133
Dotty Strutley, India,99% Dark & Pure,21/5/2021,"$6,111 ",382
Barr Faughny,  USA,Drinking Coco,21/5/2021,"$1,414 ",49
Dennison Crosswaite,  Canada,Fruit & Nut Bars,21/5/2021,$812 ,51
Camilla Castle,   Australia,99% Dark & Pure,21/5/2021,"$7,084 ",394
Van Tuxwell,  Australia,Manuka Honey Choco,21/5/2021,"$18,942 ",702
Curtice Advani,   New Zealand,Mint Chip Choco,21/5/2021,"$7,154 ",421
Van Tuxwell,  India,50% Dark Bites,21/5/2021,"$1,225 ",103
Kelci Walkden,  New Zealand,Baker's Choco Chips,21/5/2021,"$8,211 ",747
Ches Bonnell,Australia,Mint Chip Choco,21/5/2021,"$10,465 ",524
Gigi Bohling,USA,Fruit & Nut Bars,21/5/2021,"$6,181 ",619
Ches Bonnell, USA,50% Dark Bites,21/5/2021,"$2,695 ",193
Curtice Advani, India,Orange Choco,21/5/2021,"$17,451 ",2909
Andria Kimpton, UK,Eclairs,21/5/2021,"$6,790 ",425
Dotty Strutley,  Australia,Spicy Special Slims,24/5/2021,"$9,226 ",330
Oby Sorrel,   USA,White Choc,24/5/2021,"$9,884 ",899
Brien Boise,   UK,Smooth Sliky Salty,24/5/2021,"$2,821 ",202
Gunar Cockshoot,New Zealand,Baker's Choco Chips,24/5/2021,$665 ,84
Karlen McCaffrey,USA,70% Dark Bites,24/5/2021,"$8,526 ",609
Roddy Speechley,  UK,70% Dark Bites,24/5/2021,"$9,436 ",787
Mallorie Waber,USA,Spicy Special Slims,24/5/2021,$217 ,11
Kaine Padly,New Zealand,50% Dark Bites,24/5/2021,"$4,865 ",487
Oby Sorrel,  New Zealand,Mint Chip Choco,24/5/2021,"$10,451 ",551
Curtice Advani,   Canada,Milk Bars,24/5/2021,"$9,093 ",304
Mallorie Waber,   Australia,50% Dark Bites,24/5/2021,"$1,638 ",103
Dennison Crosswaite, Canada,Milk Bars,24/5/2021,"$8,610 ",278
Barr Faughny,   Canada,Eclairs,24/5/2021,"$1,351 ",72
Gigi Bohling, India,Almond Choco,24/5/2021,"$11,102 ",505
Marney O'Breen,  India,70% Dark Bites,24/5/2021,"$4,711 ",429
Curtice Advani, Australia,85% Dark Bars,24/5/2021,$903 ,43
Curtice Advani,  Canada,Mint Chip Choco,24/5/2021,"$1,295 ",81
Roddy Speechley, UK,After Nines,24/5/2021,"$14,574 ",561
Karlen McCaffrey,India,Baker's Choco Chips,24/5/2021,"$3,318 ",277
Oby Sorrel,Canada,Fruit & Nut Bars,24/5/2021,"$3,262 ",297
Dennison Crosswaite,   USA,Mint Chip Choco,24/5/2021,"$1,036 ",55
Karlen McCaffrey,India,Raspberry Choco,24/5/2021,"$5,285 ",378
Wilone O'Kielt,   USA,50% Dark Bites,24/5/2021,"$2,667 ",267
Roddy Speechley, USA,Peanut Butter Cubes,24/5/2021,"$6,097 ",244
Gunar Cockshoot,   USA,50% Dark Bites,24/5/2021,"$11,550 ",770
Kelci Walkden,USA,Orange Choco,24/5/2021,"$1,589 ",159
Curtice Advani, USA,White Choc,25/5/2021,"$4,375 ",274
Karlen McCaffrey,Canada,Fruit & Nut Bars,25/5/2021,"$7,966 ",725
Brien Boise, India,Almond Choco,25/5/2021,"$10,829 ",516
Camilla Castle, USA,50% Dark Bites,25/5/2021,"$22,652 ",2060
Karlen McCaffrey,   New Zealand,Organic Choco Syrup,25/5/2021,"$5,257 ",182
Van Tuxwell,   Canada,Raspberry Choco,25/5/2021,"$5,817 ",277
Karlen McCaffrey,USA,Smooth Sliky Salty,25/5/2021,$987 ,52
Kaine Padly,India,Caramel Stuffed Bars,25/5/2021,"$2,723 ",101
Brien Boise, Australia,Smooth Sliky Salty,25/5/2021,"$6,944 ",366
Beverie Moffet,USA,Caramel Stuffed Bars,25/5/2021,"$7,896 ",329
Andria Kimpton,   UK,Peanut Butter Cubes,25/5/2021,"$13,573 ",543
Marney O'Breen,   USA,After Nines,25/5/2021,"$9,856 ",329
Beverie Moffet,   UK,Mint Chip Choco,25/5/2021,"$14,938 ",879
Barr Faughny,   India,Milk Bars,25/5/2021,"$1,358 ",60
Andria Kimpton,India,Baker's Choco Chips,25/5/2021,"$3,696 ",247
Karlen McCaffrey, India,50% Dark Bites,25/5/2021,"$2,737 ",343
Roddy Speechley, UK,Manuka Honey Choco,25/5/2021,"$6,797 ",252
Rafaelita Blaksland, Canada,50% Dark Bites,25/5/2021,"$2,527 ",158
Jehu Rudeforth, New Zealand,Spicy Special Slims,25/5/2021,$392 ,20
Dennison Crosswaite,   Canada,Organic Choco Syrup,25/5/2021,$126 ,6
Karlen McCaffrey,  Canada,Mint Chip Choco,25/5/2021,"$11,522 ",721
Beverie Moffet,   Canada,Smooth Sliky Salty,26/5/2021,"$8,498 ",532
Madelene Upcott,   Canada,Peanut Butter Cubes,26/5/2021,"$1,113 ",53
Kelci Walkden,   India,Spicy Special Slims,26/5/2021,"$5,614 ",216
Madelene Upcott,  India,Caramel Stuffed Bars,26/5/2021,"$4,410 ",153
Kaine Padly,  USA,Organic Choco Syrup,26/5/2021,"$9,163 ",340
Oby Sorrel,USA,Manuka Honey Choco,27/5/2021,"$2,590 ",84
Camilla Castle,   USA,85% Dark Bars,27/5/2021,"$3,745 ",198
Brien Boise,   Australia,Organic Choco Syrup,27/5/2021,"$8,337 ",288
Roddy Speechley,  Australia,Orange Choco,27/5/2021,"$4,522 ",566
Dennison Crosswaite,   UK,Drinking Coco,27/5/2021,"$2,625 ",120
Gigi Bohling,   Canada,Manuka Honey Choco,28/5/2021,$441 ,16
Van Tuxwell,  Australia,Caramel Stuffed Bars,28/5/2021,"$3,311 ",128
Roddy Speechley, Canada,Organic Choco Syrup,28/5/2021,"$6,650 ",266
Camilla Castle,  India,Baker's Choco Chips,28/5/2021,"$3,871 ",352
Rafaelita Blaksland,   USA,Baker's Choco Chips,28/5/2021,$637 ,49
Kaine Padly,India,Mint Chip Choco,28/5/2021,"$10,696 ",823
Camilla Castle,  New Zealand,Organic Choco Syrup,28/5/2021,"$8,701 ",349
Rafaelita Blaksland, India,Eclairs,28/5/2021,"$2,590 ",162
Ches Bonnell,Australia,After Nines,28/5/2021,"$10,850 ",402
Ches Bonnell, Canada,Choco Coated Almonds,28/5/2021,"$2,870 ",152
Karlen McCaffrey,  New Zealand,Peanut Butter Cubes,28/5/2021,"$13,650 ",719
Rafaelita Blaksland,   New Zealand,After Nines,28/5/2021,"$12,425 ",429
